SCI,Assignment ,Short Description,Role,Work Effort,Expander >15 hrs,Work Type,EHR/s Impacted,Status,Phase,System Projected Go-Live Date,Sponsor,Service Line,Assignment Date,Comments/Details,,,,Role Multiplier,Work Type Weight,Phase Weight,Base Hrs/Wk,Active Hrs/Wk,Active,Missing Data
Yvette,Oncology Regimen governance and ticket maintenance,Cerner Regimen requests have an email approval process that I maintain,Owner,S - 1-2 hrs/wk,,,Cerner,In Progress,,,Adam Johnson,Pharmacy & Oncology,,Cerner Regimen requests have an email approval process that I maintain,,,,1,0,0,1.5,0,Yes,⚠️ Missing Work Type
Yvette,EHR Optimization and Maintenance EHR Governance,,Co-Owner,L - 5-10 hrs/wk,,,Both Cerner/Epic,In Progress,,,Adam Johnson,Pharmacy & Oncology,,,,,,1,0,0,7.5,0,Yes,⚠️ Missing Work Type
Yvette,Cytokine Release Syndrome order set and scoring tool flowsheet,"Epic flowsheet scoring tool is complete. Epic order set is ready for release. 
Cerner tickets have both completed design.",Owner,M - 2-5 hrs/wk,,Policy/Guidelines,Both Cerner/Epic,Complete,Did we Deliver,,OCI,Pharmacy & Oncology,,Epic flowsheet scoring tool is complete. Epic order set is ready for release.,,,,1,0.5,0.25,3.5,0,No,✓ Complete
Yvette,Pharmacy/Oncology O&M Prioritization,,Owner,S - 1-2 hrs/wk,,,Both Cerner/Epic,,,,,,,Cerner tickets for both are in design,,,,1,0,0,1.5,0,No,⚠️ Missing Work Type
Yvette,Medication Charge Standardization,,Owner,M - 2-5 hrs/wk,,,Cerner,In Progress,Discovery/Define,,Adam Johnson,Pharmacy & Oncology,,,,,,1,0,0.3,3.5,0,Yes,⚠️ Missing Work Type
Yvette,System Project - Central Coast Infusion Center Blood Transfusion,Form update to allow AMB Onc nurse to document charges,Support,L - 5-10 hrs/wk,,System Initiative,Both Cerner/Epic,In Progress,Discovery/Define,,Karen McConnell,Pharmacy & Oncology,,,,,,0.25,1,0.3,7.5,0.5625,Yes,✓ Complete
Yvette,Stroke Collaborative Meetings,,Owner,S - 1-2 hrs/wk,,,Both Cerner/Epic,Complete,Did we Deliver,,,Ambulatory,,,,,,1,0,0.25,1.5,0,No,⚠️ Missing Work Type
Yvette,National Heart Failure Meetings and Pharmacy Sub-group,,Support,XS - Less than 1 hr/wk,,,All,In Progress,,,Tamra O'Bryan,Acute Institute &  Cardiology,,,,,,0.25,0,0,0.5,0,Yes,⚠️ Missing Work Type
Yvette,Leapfrog/ISMP EHR Updates,Ongoing review of ISMP udpates and yearly review of Leapfrog changes and/or test results that require EHR updates.,Support,S - 1-2 hrs/wk,,General Support,Cerner,In Progress,,,Laurie Jensen/John Morelli,Acute Institute &  Cardiology,,,,,,0.25,1,0,1.5,0,Yes,⚠️ Missing Phase
Yvette,"Epic Gold - WIP, WIN, WAMB solution group",,Co-Owner,M - 2-5 hrs/wk,,System Initiative,Cerner,In Progress,,,Tamra O'Bryan,Pharmacy & Oncology,,Ongoing review of ISMP udpates and yearly review of Leapfrog changes and/or test results that require EHR updates.,,,,1,1,0,3.5,0,Yes,⚠️ Missing Phase
,Epic Gold Pharmacy & Nursing Collab,,Support,M - 2-5 hrs/wk,,Epic Gold,Epic,In Progress,Design,,IT,Pharmacy & Oncology,,,,,,0.25,1,1,3.5,0.875,Yes,✓ Complete
,,,Support,XS - Less than 1 hr/wk,,System Initiative,Epic,In Progress,Discovery/Define,,"System IT, Rx, Nursing",Pharmacy & Oncology,,,,,,0.25,1,0.3,0.5,0.0375,Yes,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
