SCI,Assignment ,Short Description,Role,Work Effort,Expander >15 hrs,Work Type,EHR/s Impacted,Status,Phase,System Projected Go-Live Date,Sponsor,Service Line,Assignment Date,Comments/Details,,,,Role Multiplier,Work Type Weight,Phase Weight,Base Hrs/Wk,Active Hrs/Wk,Active,Missing Data
Jason,Emergency Services System Council (ESCC) SCI support,"Assist with meeting prep session and attend/participate in monthly ESCC regular meeting, provide EHR updates/support as needed",Support,S - 1-2 hrs/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,1.5,0.1125,Yes,✓ Complete
Jason,ESCC Surge and Capacity workgroup (SCI support),Attend regular (monthly) meetings as available and provide any EHR-related support as needed,Support,XS - Less than 1 hr/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,0.5,0.0375,Yes,✓ Complete
Jason,ESCC OB patients in the ED workgroup (SCI support),Attend regular (monthly) meetings as available and provide any EHR-related support as needed,Support,XS - Less than 1 hr/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,0.5,0.0375,Yes,✓ Complete
Jason,Behavioral Health System Council support ,Attend regular (monthly) meetings as available and provide any EHR-related support as needed,Support,XS - Less than 1 hr/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,0.5,0.0375,Yes,✓ Complete
Jason,Behavioral Health Collaborative Group support ,Attend regular (monthly) meetings as available and provide any EHR-related support as needed,Support,XS - Less than 1 hr/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,0.5,0.0375,Yes,✓ Complete
Jason,Dignity Health site long-term care support,"Assist market CIs with issues related to PowerChart LTC, including communication/troubleshooting for MDS Intelligence use and updates",Support,XS - Less than 1 hr/wk,,General Support,Cerner,In Progress,Discovery/Define,,,,,,,,,0.25,1,0.3,0.5,0.0375,Yes,✓ Complete
Jason,Epic Feb2025 upgrade: Behavioral health,"Review/resolution of corresponding Nova Notes, including facilitating BH CAT group as needed",Owner,XS - Less than 1 hr/wk,,System Initiative,Epic,Complete,Discovery/Define,,,,,,,,,1,1,0.3,0.5,0,No,✓ Complete
Jason,Epic Feb2025 upgrade: Perioperative,"Review/resolution of corresponding Nova Notes, including participation in peri-op CAT group as needed",Secondary,XS - Less than 1 hr/wk,,System Initiative,Epic,Complete,Discovery/Define,,,,,,,,,0.5,1,0.3,0.5,0,No,✓ Complete
Jason,ED Results Callback tool: Site-specific deactivation (Dignity Health sites only),16 sites decommissioned (per their approval/confirmation). Working on second wave of sites that have results backlog but have not agreed to deactivate Results Calback,Owner,XS - Less than 1 hr/wk,,System Initiative,Cerner,Complete,Did we Deliver,,,,,,,,,1,1,0.25,0.5,0,No,✓ Complete
Jason,Abridge ED Implementation,Ambient listening - Preparing for ED expansion,Secondary,S - 1-2 hrs/wk,,System Initiative,All,In Progress,Discovery/Define,,,,,,,,,0.5,1,0.3,1.5,0.225,Yes,✓ Complete
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
,,,,,,,,,,,,,,,,,,0,0,0,0,0,No,N/A
